MAINUPC,ITEMNAME,SIZENAME,PACKNAME,
5020000356,Sunny D Vodka Strawberry,12 Oz,4-Pack,12.09
5020000357,Sunny D Vodka Orange Pineapple,12 Oz,4-Pack,12.09
5020000600,Sunny  D  Seltzer Limited Edi,12 Oz,8-Pack,22.98
5020000605,Sunny  D  Seltzer Limited Edi,12 Oz,8-Pack,22.98
5020000610,Sunny Game Day,,8-Pack,22.98
5.0297E+12,Deanston Virgin Oak - 750Ml,750 ml,Single,84.69
5038600102,V One Vodka ,750 ml,,31.45
5055401095,RON CENTENARIO ,750 ml,,25.40
5.06012E+12,Blackwell Jmaican Rum,750 ml,Single,42.34
5.06017E+12,Monster Green,500 ml,Single,3.62
5065100520,Villa Sandi Pinot Grigio Della ,750 ml,,12.09
5083100704,yPIOCA CACHACA 1l,,,38.71
5083200426,Bread & Butter Chard,,,16.93
5083200427,Bread & Butter Pinot Noir 750m,750 ml,,16.93
5.09987E+12,Diplomatico Reserva Exclusiva,750 ml,Single,50.81
5103100475,Hooters Tequila Gold,1 Lt,Single,15.72
5103100493,Bellissima Pinot Grigio,750 ml,,18.14
5103100496,Bellissina Zero Sugar Cab,750 ml,Single,18.14
5109100620,Buzzballsz Giggies Rita,1.75 Lt,,30.24
5109100621,Buzzballsz Giggies Strw,1.75 Lt,,30.24
5109100622,Buzzballsz Biggies Chocolate,1.75 Lt,Single,30.24
5109100634,Buzzball Berry Cherry,1.75 Lt,Single,30.24
5109100668,Buzzball Strawberry Rita,1.75 Lt,Single,30.24
5109100677,Buzzballz Cookie Nookie,187 ml,,4.83
5113300612,BEATBOX,,,6.04
5113300613,BEATBOX RAZZ,,,6.04
5113300615,BEATBOX,,,6.04
5113300634,BEATBOX TROPICAL,,,6.04
5113300649,BEATBOX PEACHPUNCH,,,6.04
5113300675,Beatbox Hard Tea,500 ml,,6.04
5113300676,Beat Box Blue Rass,,,6.04
5113300678,Beat Box,500 ml,,6.04
5113300680,Beat Box Pink Lemo,,,6.04
5113300682,Beatbox Juicy Mango,,,6.04
5113300697,Beat Box Hard Tea,500 ml,,6.04
5124400555,Requiem,16 Oz,4-Pack,15.72
5135755624,Embroidery Monterey Pinot Noir,750 ml,Single,12.09
5137000617,Bladnoch Scotch Whisky,750 ml,Single,27.82
5146100803,Sono1420 Rye,375 ml,,31.45
5149731913,Revenge Rum,750 ml,Single,12.09
5149741515,Mezcallum Tequila,750 ml,Single,56.86
5164500405,Location Ca,750 ml,,21.77
5165000405,E.M GARNACHA SYRAH ,750 ml,,10.88
5167500354,slices sangria ,750 ml,,7.25
5171800004,Mark West Pinot Noir,,,14.51
5171800063,Mark West Pinot Nior - ,1.5 Lt,,24.19
5176700176,The Clover ,750 ml,,58.07
5188400538,Kurvball,50 ml,,1.20
5198400028,Iris Pinor Noir,750 ml,,27.82
5200001039,Gato Arctic,,,3.03
5200010247,Gato Glacier White,,,3.03
5200020808,Gatorade,,,3.03
5200032481,Geto,,,3.03
5200032486,Gato Glacier,,,3.03
5200032866,GATORAD 20FL,,,3.03
5200032867,Gato,,,3.03
5211600503,Ammunition Cabernet Sauv,750 ml,Single,24.19
5212100808,Shibui Pure Malt Whisky,750 ml,Single,31.45
5216500637,Masciarelli Montepulciano,1.5 Lt,Single,30.24
5224512271,Weihenstphaner,12 Oz,6-Pack,19.35
5226000420,The Buccared Dead Drift Red Blend,750 ml,Single,14.51
5244400303,Bully Boy ,750 ml,,52.02
5252900327,Juliette Rose ,750 ml,,7.25
5283210481,Campo Viejo Rioja Rsv,750 ml,Single,16.93
5283210489,G.H.Mumm Brut,750 ml,,66.54
5283210538,Campo Viejo Gran Rsv,750 ml,Single,31.45
5283210585,Campo Veijo Cava Brut,750 ml,,18.14
5283210617,Dead Bolt Red Blend - ,750 ml,,12.09
5283210625,Campo Viejo Temp 2011 ,750 ml,,14.51
5283210631,Dead Bolt White - ,750 ml,,6.04
5293510001,7 Deadly Zins ,750 ml,,21.77
5293510006,Earthquake Cab ,750 ml,,29.03
5293510033,MD Freak Show Cab - ,750 ml,,25.40
5308600800,Fitwine Cab/Sauv ,750 ml,,18.14
5308600802,Fit Wine Pinot Noir,750 ml,,20.56
5308600803,Fit Vin Sauvignon Blanc 750Ml,750 ml,,18.14
5308600807,Fit vin Pinot grigio ,750 ml,,18.14
5308600827,Fitwine Red Zinfandel,750 ml,Single,12.09
5308600835,Fit Wine Hldy Gift,750 ml,2 PCK,42.34
5322200602,Spytail Ginger Rum ,750 ml,,7.25
5322200603,Spytail Ginger Rum ,1.75 Lt,,12.09
5327800707,Cantera Repo,750 ml,,64.12
5327800708,Cantera Negra Silver,750 ml,,56.86
5327800709,Cantera Cafe,750 ml,,44.76
5350700002,Aviation Gin,750 ml,Single,36.29
5355300480,Thim Isl Sea Mist Ipa,16 Oz,4-Pack,13.30
5364600422,Gran Baron Brut,187 ml,,3.62
5370600203,Butter Chardonnay,750 ml,,20.56
5370600242,Serial Cab. Sav. Paso Robles,750 ml,Single,24.19
5370600252,Butter Cabernet,750 ml,,21.77
5370600253,Butter Bubbles Chardnnoy,750 ml,,20.56
5375900042,Southern Tier Frosted Sugar Cookie,12 Oz,4-Pack,17.53
5386800602,Banshee Pinot Noir,750 ml,Single,24.19
5386800605,Rickshaw Pinot Noir,750 ml,Single,12.09
5391500826,OLD SMOKYJAVA ,50 ml,,3.41
5391500828,OLD SMOKYBUTTER PICON ,50 ml,,3.64
5391500842,OLE SMOKY RASBERRY,750 ml,,32.66
5391500843,Ole Smoky Black Berry,750 ml,,32.66
5391500879,Ole Smokey Moon Shine Strw,7 Oz,,32.66
5391500899,Ole Smoky Banana Pudding,750 ml,,32.66
5397100403,Cleveland Bourbon Whiskey,750 ml,Single,30.24
5397100420,CHRISTMAS WHISKEY ,750 ml,,43.55
5407600666,Outlaw Light Beer,12 Oz,6-Pack,7.25
5407600699,Outlaw Light Beer Cans,12 Oz,24-Pack,29.03
5413200717,Skyline Vodka,1.75 Lt,Single,16.93
5413200727,Skyline Vodka,750 ml,Single,10.88
5420700395,Mosolo Pinot Noir ,750 ml,,8.46
5420700396,Mosolo Pinot Noir ,1.5 Lt,,13.30
5435500068,Cavalos Douro - ,750 ml,,18.14
5435501062,Pocas Ruby Porto - ,750 ml,,18.14
5439600500,High West Double Rye ,750 ml,,45.97
5439600522,High West Bourbon ,750 ml,,45.97
5452700022,NB Fat Tire Amber - ,,6-Pack,12.09
5452700024,NB Fat Tire Amber -  Box,,12-Pack,22.76
5452700421,New Belgium Rampant - ,,6-Pack,14.87
5452700470,New Belgium Varity Pack,12 Oz,12-Pack,24.19
5452700599,Voodoo Imp,12 Oz,Single,2.41
5452700991,N. Bel Voodoo Imp,12 Oz,12-Pack,22.98
5452701021,Voodoo Renger Ipa,,,3.64
5452701070,Voodoo Ranger Hoppy Pack,12 Oz,12-Pack,24.19
5452701105,Voodoo Ranger Juice Haze Ipa,,Single,3.64
5452701137,Voodoo Ranger Juicy Haze,12 Oz,12-Pack,24.19
5452701171,Voodoo Ranger Ipa,20 Oz,,3.64
5452701202,Voodoo Ranger Juice Ipa,,12-Pack,24.19
5452701207,Voodoo Renger Fruit Force,,,3.64
5452701227,Voodoo Ranger Tropic Force,20 Oz,,3.64
5452701277,Voodoo Ranger Black ,19OZ,Single,3.64
5462800605,OLD SMOKY HUNCH PUNCH,,,3.64
5462800613,Ole Smoky Salty Carmel Whisky,750 ml,,30.24
5462800615,Ole Smoky Cookies & Cream,750 ml,,32.66
5462800672,BUTTER PICON ,750 ml,,32.66
5462800695,Ole Smoky  Orange,750 ml,,36.29
5516500507,Meiomi Pinot Noir - ,750 ml,,24.19
5520000528,BuzzBallz Peach,,,4.83
5520000551,Buzz Ball Lemon Tea,187 ml,Single,4.83
5520000552,Buzz Ball Grape Gone Wild,,,4.83
5520000554,Buzz Ball Watermelon,,,4.83
5535200807,Athletic Upside Dawn Golden,12 Oz,6-Pack,14.51
5557742023,Gatorade,,,3.03
5557742026,Gatorade lime,,,3.03
5570900030,Jeffersons Bourbon,,,47.18
5573800011,Jam Jar Red Blend,750 ml,,12.09
5573800066,Jam Jar white ,750 ml,,12.09
5588000802,On The Rocks Old Fashioned 375,,,15.72
5588000805,On the Rocks Cosmo ,375 ml,,15.72
5588000808,On the Rocks Pine ,375 ml,,15.72
5588000811,On the Rocks Marg ,375 ml,,15.72
5588000814,ONTHEROCKS,,,15.72
5588000817,On the Rocks Aviation ,375 ml,,15.72
5588000836,ON THE ROCKS,,,15.72
5588000842,ON THE ROCKESPRE.MARTINI,,,15.72
5588000845,Onthe Rocks White Negroni,375 ml,Single,7.25
5595600013,Prestige  Box,,6-Pack,12.09
5.60021E+12,Licor 35 Pastel Nata,700 ML,,30.24
5.60021E+12,Dory Adegamae,750 ml,Single,13.30
5.60022E+12,Red Blend Portugal By Casa,750 ml,Single,9.67
5.60031E+12,Paxis Red Blend - ,750 ml,,12.09
5.60031E+12,Paxis White Blend,,,12.09
5.60039E+12,Ciconia Red - ,750 ml,,10.88
5.60039E+12,CICONIA SWEET ,750 ml,,10.88
5.60039E+12,CICONIA TOURIGA ,750 ml,,10.88
5.60077E+12,Spyland Red Blend,750 ml,,20.56
5.6008E+12,Porrais Signature Red,750 ml,Single,15.72
5601100401,ole smoky white ,750 ml,,30.24
5601100402,Ole Smokey Cherries - ,750 ml,,30.24
5601100407,HUNCH PUNCH ,750 ml,,30.24
5601100415,Ole Smoky Apple pie ,50 ml,,3.41
5601100418,Ole Smoky White Lighting ,50 ml,,3.41
5601100419,Moon Shine  Shine Nog,50 ml,,3.64
5601100421,Moonshine Shine Nog,750 ml,,32.66
5601100486,Moonshine,750 ml,,32.66
5601100498,Old Smokey Apple Pie - ,750 ml,,30.24
5.60115E+12,Sagres ,12 Oz,6-Pack,13.30
5.60117E+12,MONTANHA ANIZ,,,20.56
5.60117E+12,MONTANHA BAGACEIRA,,,26.61
5.60117E+12,MONTANHA AMENDOA,,,18.14
5.60119E+12,BARROS PORTO,,,20.56
5.60121E+12,Quinta Da Garrida - ,750 ml,,12.09
5.60138E+12,Terras Del Rei  Red - ,750 ml,,12.09
5.60145E+12,Pavao Sangria,750 ml,Single,9.67
5.60161E+12,Claustru's Tawney - ,750 ml,,15.72
5.60166E+12,SAODOMINGOS 1L,,,26.61
5.60201E+12,Alecrim Tinto - ,750 ml,,12.09
5.60201E+12,Alecrim Branco - ,750 ml,,12.09
5.60204E+12,Pirolito White - ,750 ml,,6.04
5.60204E+12,Licor Beirao,750 ml,,25.40
5.60242E+12,LISBOA VINHO ,750 ml,,10.88
5.60242E+12,Lobos white - ,750 ml,,10.88
5.60242E+12,LOBOS ,750 ml,,10.88
5.60379E+12,CORTES DE CIMA,,,24.19
5.60442E+12,Macieira ,750 ml,,26.61
5.60442E+12,Eximius Tinto - ,750 ml,,10.88
5.60442E+12,Aibyria Vinho - ,750 ml,,10.88
5.60458E+12,Cabriz  Doc Dao ,750 ml,,10.88
5.60458E+12,CABRIZ RED ,750 ml,,12.09
5.60458E+12,cabriz rose ,750 ml,,10.88
5.60458E+12,Cabriz Special Edition,750 ml,,30.24
5.60458E+12,CABRIZ ,750 ml,,12.09
5.60557E+12,BARAO RUBY,,,13.30
5.60557E+12,Barao Tawny,,,14.51
5606500203,deep eddyvodaka ,750 ml,,22.98
5606500208,deepeddy ruby red ,750 ml,,24.19
5606500211,Deep Eddy Ruby - ,50 ml,,1.71
5606500227,Deep Eddy Limon ,750 ml,,22.98
5606500240,Deep Eddy Lemon - ,50 ml,,1.71
5606500241,Deep Eddy Lemon - ,750 ml,,24.19
5606500243,Deep Eddy Lemon ,1.5 Lt,,38.71
5611800103,Armenian Brandy Fish,375 ml,,48.39
5611800106,American Brandy Bucking Horse ,375 ml,,43.74
5611800107,Diamond  Brandy,750 ml,,43.55
5611800112,Armenian Brandy Sword ,750 ml,,60.49
5613700615,BESO DEL SOL,,,15.72
5628200531,Widow Jane 10y - ,750 ml,,84.69
5636800722,American Rebel Light,16 Oz,6-Pack,14.51
5644200500,Bib tucker burbon ,750 ml,,60.49
5654300282,Ripe Bar Juice Margarita,750 ml,,14.51
5654300287,Ripe Cosmopolitan,750 ml,,14.51
5654400706,Lord Hobo Doom Sauce,16 Oz,4-Pack,18.14
5654400742,Boom Sauce ,,4-Pack,18.14
5654400788,Lord Hobo Bodacious Ipa,16 Oz,4-Pack,18.14
5659200603,Blood Sweat Tears ,750 ml,,24.19
5659200604,Puncher's Chance ,750 ml,,36.29
5663200481,Bronx Brewery,16 Oz,4-Pack,18.14
5672400601,Casamigos Anejo ,750 ml,,93.16
5672400602,Casamigos Anejo Teq,375 ml,Single,41.13
5672400610,Casamigo blanco 1L,,,78.64
5672400611,Casamigo blanco ,750 ml,,62.91
5672400612,Casamigos Blanco ,375 ml,,33.87
5672400613,CASAMIGOS ,50 ml,,6.04
5672400614,CASAMIGO BLANCO 1.75ML,,,133.09
5672400620,CASAMIGOS REPOSADO LITER,,,87.11
5672400621,CASAMIGOS REP ,750 ml,,70.17
5672400622,Casamoigos Reposado ,375 ml,,38.71
5672400623,Casamigos Reposado ,50 ml,,7.25
5672400624,Casamigos Repo 1.75,,,140.35
5672400632,Casamigo ,750 ml,,85.90
5672400633,CASAMIGO MESCAL,,,91.95
5672400643,Casamigos Mescal,375 ml,,37.50
5673600200,Beau Joie Brut,750 ml,Single,120.99
5688100417,Blue Chair Bay Coco - ,750 ml,,33.87
5688100427,Blue Chair Banana Rum - ,750 ml,,33.87
5688100440,BLUE CHAIR LIME ,750 ml,,33.87
5688100467,blu chair mango ,750 ml,,33.87
5695000801,Fundaaor Brandy,750 ml,,22.98
5695000802,Fundador Brandy,1 Lt,Single,30.24
5695000803,Harveys  Cream,375 ml,,14.51
5695000804,Harveys Bristol Cream,750 ml,Single,24.19
5698100009,Ron Barcelo Anejo,1.75 Lt,,36.29
5698100010,Ron Barcelo ,750 ml,,21.77
5698100016,Barcelo  Grand Anejo,1.75 Lt,,39.92
5698100017,barcelo anejo 750,,,25.40
5698100032,Ron Barcelo Blanco ,750 ml,,24.19
5705000505,Aviation Gin,50 ml,Single,4.83
5706100823,Firefly Red Latern,16 Oz,4-Pack,18.14
5711500700,Lucien Albrecht,750 ml,,24.19
5716400201,Punzone Lemoncino 1L,,,10.88
5751000731,East Rock Pilsner,12 Oz,6-Pack,14.51
5751000733,East Rock Lager,12 Oz,6-Pack,14.51
5755200840,Bardstown Rye Bourbon,750 ml,Single,70.17
5755200861,Green River Rye,750 ml,Single,48.39
5764100210,Buzzball,,,4.83
5764100214,BuzzBallz Lime rita,,,4.83
5764100229,Buzzballz Colada,,,4.83
5764100265,BuzzBallz Strawberry,,,4.83
5764100289,Buzz ball chocalate,,,4.83
5766000462,Luna Di Luna  ,1.5 Lt,Single,19.35
5766000496,Voga Prosecco,750 ml,Single,14.51
5767400788,Buzzball Mango,187 ml,Single,4.83
5767400790,Buzzballz Eggnog,187 ml,,4.83
5767400798,Buzzball Blue,187 ml,Single,4.83
5768000101,Shannon Ridge Cabernet Sauvignon,750 ml,Single,16.93
5768000108,Shannon Ridge Chard ,750 ml,,16.93
5774400131,Josh Cabernet Sav ,750 ml,Single,18.14
5774400132,Josh Chardonnay - ,750 ml,,18.14
5774401115,Josh Merlot - ,750 ml,,18.14
5784610096,PRIMARIUS PINOT NOIR,,,19.35
5785500431,Backeast Cream,16 Oz,4-Pack,18.14
5785500433,Back East Summer Ale,,,3.63
5785500440,Backeast Double Scoop ,16 Oz,4-Pack,22.98
5785500447,Backeast Peanut,16 Oz,4-Pack,22.98
5789170010,Treana Red,,,60.49
5789172091,Paso Robles Cab 750Ml,750 ml,,24.19
5792100600,Pure Scot Scotch Whisky,750 ml,Single,12.09
5793200700,Mr.Black Coffee Liqueur,750 ml,,38.71
5797300329,Captain DAughter ,16 Oz,,20.56
5801800704,Black Girl Magic Riesling,750 ml,Single,24.19
5801800710,Black Girl Red Blend ,750 ml,,30.24
5801800715,black girl rose ,750 ml,,24.19
5820200392,Whip Shots Vanilla,200 ml,,20.56
5820200393,Whip Shot Vanilla,375 ml,,29.03
5820200395,Whip Shots Caramel,200 ml,,20.56
5820200396,Whip Shot Caramel,375 ml,,29.03
5820200398,Whip Shots,200 ml,,20.56
5823200777,Sagamore 8-Years,750 ml,Single,108.89
5849700505,Crios Malbek,750 ml,,13.30
5861200314,Downeast Variety 9pk,,9 PACK,26.61
5861200330,Downeast Peach Mango,12 Oz,4-Pack,15.72
5861200331,Downeast Cider  cans,12 Oz,4-Pack,15.72
5861200335,Downeast Unfilter,12 Oz,4-Pack,15.72
5861200350,Downeast blue ,,4-Pack,19.35
5861200355,Downeast Donut Cider ,,4-Pack,15.72
5861200389,Downeast Berry Mixed Pack,,9 PACK,26.61
5861200393,Down East Srawberry,12 Oz,4-Pack,15.72
5866600304,Monte Velho White,750 ml,,13.30
5866600310,MONTE VELHO 750,,,13.30
5866600318,Monte Velho ,1.5 Lt,,24.19
5875100210,Fun Wine Sangria,,,2.41
5875100212,Fun Wine Coco Chard,,,2.41
5896200409,Papi Pinot Grigio,750 ml,,10.88
5896200413,Papi Pinot Noir,750 ml,,10.88
5896200486,Papi Pink Moscato,750 ml,,10.88
5.9078E+12,Kijafa Cherry,750 ml,Single,21.77
5910500469,Spiked Cooler Cranberry,7 Oz,Single,3.62
5910500470,Spiked Cooler Lemonade,7 Oz,Single,3.62
5910500473,Spike Crenberry,200 ml,8-Pack,24.19
5910500474,Spiked Cooler Lemonade,7 Oz,8-Pack,24.19
5.94208E+12,Legendary Cab Sauv ,1.5 Lt,,13.30
5.94208E+12,Legendary Pinot Nior - ,1.5 Lt,,13.30
5.94208E+12,Legendary Chard ,1.5 Lt,,13.30
5.94208E+12,Legendary Pinot Grigio +Tax,1.5 Lt,,13.30
5.94208E+12,Legendary Sauv Blanc - ,1.5 Lt,,13.30
5.94208E+12,I AM Cab- ,750 ml,,12.09
5948100388,GEN5 ANCESTRAL RED,,,15.72
5957678641,Berlinetta Oktober Fest,12 Oz,4-Pack,18.14
5977500123,Chocovine,,,19.35
5988900600,Quinta Cabernet Sauv,750 ml,,60.49
6000034821,Penelope 112Pf,750 ml,,84.69
6000034822,Penelope 94Pf,750 ml,,72.59
6000034823,Penelope 113Pf,750 ml,,90.74
6000108334,Brazilian Brut ,750 ml,,36.29
6000135985,The Big Red Monster,750 ml,,31.45
6000137429,Noca Boozy Iced Tea,12 Oz,12-Pack,22.98
6000186721,LOVER BOYHIBISCUS POM ,,6-Pack,16.93
6000186723,LOVER BOY LEMONTEA,,,16.93
6000186725,LOVER BOY W.TEA PEACH,,,16.93
6000188570,rencho gloria peach ,,4-Pack,13.30
6000297724,North Vibes Pineapple Orange,355 ML,4-Pack,20.56
6000297725,North Vibes Blackberry Mango,355 ML,4-Pack,20.56
6000297726,North Vibes Raspberry Lemon,355 ML,4-Pack,20.56
6000330160,loyal lemon  can,,4-Pack,15.72
6000330165,Loyal Watermelon ,,4-Pack,15.72
6000330167,LOYAL ORANGE CAN,,4-Pack,15.72
6000362349,RANCH WATER,,12-Pack,22.98
6000402360,Husky Hops Hazy Ipa,16 Oz,4-Pack,20.56
6000443861,Condesa Gin Orange Blossom,,,48.39
6000443865,Condesa Gin Classica,750 ml,Single,48.39
6000527786,LONG DRINK VARIETY ,,8-Pack,26.61
6000532394,Mom Water Lemon & Bluebr,12 Oz,4-Pack,14.51
6000532398,Mom Water Squad Veriety,12 Oz,8-Pack,25.40
6000550655,Cann Blood Orange Cardamon,355 ML,4-Pack,20.56
6000550656,Cann Lemon Lavender,355 ML,4-Pack,20.56
6000550657,Cann Grapefruit Rosemary,355 ML,4-Pack,20.56
6000550658,Cana Thc ,12 Oz,4-Pack,18.14
6000624803,Island District Aloe Water Honey,12 Oz,4-Pack,14.51
6000717990,Viva Tequila Huckleberry,355 ML,4-Pack,18.14
6000717991,Viva Tequila Grapefruit,355 ML,4-Pack,18.14
6000717994,Viva Tequila Variaty,355 ML,8-Pack,35.08
6000717995,Viva Tequila Jalapeno,355 ML,4-Pack,18.14
6000792878,Bluebird Hw Vodka Variety,355 ML,Single,24.19
6000799414,Long Drink Mid Summer,12 Oz,8-Pack,26.61
6000799416,Long Drink ,12 Oz,8-Pack,24.19
6000799419,Long Drink Peach,,6-Pack,19.35
6000814121,Skrewball Peanut Butter,1.75 Lt,Single,48.39
6000847335,Mom Water Susan Citrus,12 Oz,4-Pack,14.51
6000847340,Mom Water Susan Straweberry & Kiwi,12 Oz,4-Pack,14.51
6000847346,Mom Water Vacation Veriety,12 Oz,8-Pack,25.40
6000964314,Brtty Booze,12 Oz,4-Pack,20.56
6001047458,Libelula Anejo,750 ml,Single,60.49
6001069583,Beat Box,500 ml,,6.04
6001073730,Big Sipz Purple Punch,200 ml,Single,4.83
6001073732,Big Sipz Hard Lemonade,200 ml,Single,4.83
6001073736,Big Sipz Purple Punch,355 ML,Single,4.83
6001075110,Bluebird Hw Tequila Variety,355 ML,Single,24.19
6001075130,The Barker Company Espresso Martini,200 ml,Single,8.46
6001075137,Barker Espresso Martini 40 Proof,700 ML,Single,36.29
6001078110,Libelula Blanco,1 Lt,Single,32.66
6001078111,Libelula Tequila,1.75 Lt,,60.49
6001079382,Long Drinks Midnight Sun,12 Oz,8-Pack,25.40
6001079386,Long Drink Zero Sugar Variety Pack 12Pk,12 Oz,12-Pack,33.87
6001137470,Gush Pear Juice,,,4.83
6001298681,Ozama Ron Dominicano Blanco,700 ML,Single,35.08
6001298682,Ozama Ron Dominocano Anejo,700 ML,Single,36.29
6001298683,Ozama Ron Dominicano Gran Anejo,700 ML,Single,54.44
6001338200,Long Drink Traditional Citrus,20 Oz,Single,4.83
6001338201,Long Drink Zero Sugar Citrus,20 Oz,Single,4.83
6001338202,Long Drink Strong Citrus,20 Oz,Single,6.04
6001338206,Long Drink Pineapple ,,6-Pack,19.35
6001400070,Water ,16 Oz,Single,1.51
6005700160,Work Horse IPA ,,4-Pack,15.72
6005700163,Counter Weight Crucial,16 Oz,4-Pack,18.14
6005700167,Megateon 4Pk Can,16 Oz,4-Pack,19.35
6026500240,SKREWBALL BUTTER,750 ml,,31.45
6026500242,Skrewball,50 ml,,3.64
6026500245,Screwball pint,,,19.35
6026500247,skrewball ,200 ml,,13.30
6027200143,Long Drink Zero Sugar,,,19.35
6027200144,Long Drink Zero Sugar  cans,,6-Pack,19.35
6027200146,Long Drink,,,3.41
6027200147,LONG DRINK STRONG CAN,,6-Pack,22.98
6027200148,Long Drink Cranberry,12 Oz,6-Pack,19.35
6045752980,Jaguar Blanco,750 ml,,60.49
6045764086,Jaguar Reposado,750 ml,Single,67.75
6080900023,Villa Chiopris Sauv Blanc 750m,750 ml,,16.93
6080900112,Livon Pinot Grigio ,750 ml,,21.77
6136900018,Litchfield Straight Bourbon,750 ml,Single,70.17
6151800265,Gloria Strawberry,1.5 Lt,Single,19.35
6160200041,Gray Whale Gin,750 ml,,39.92
6242507855,Jack Abby's house Lager ,,6-Pack,12.09
6317700013,Forever Ever   can,16 Oz,4-Pack,22.98
6317700017,Other Half Green City,16 Oz,4-Pack,24.19
6318800069,Apocalypto Rep - ,750 ml,,48.35
6323680411,Bad Sons ,16 Oz,4-Pack,19.35
6387800248,Amarula,750 ml,,34.47
6395500008,Xxl Sparkling Moscato,750 ml,Single,18.14
6395500009,Xxl Sparkling Rose ,750 ml,Single,18.14
6395500035,Xxl Orange,750 ml,,13.30
6395501300,Xxl Mango,750 ml,,13.30
6395501400,Xxl Pineapple,750 ml,,13.30
6395501500,Xxl Peach,750 ml,,13.30
6395501600,Xxl Strawberry,750 ml,,13.30
6395501700,Xxl Apple,750 ml,,13.30
6395501800,Xxl Guava,750 ml,,13.30
6395501900,Xxl Cherry,750 ml,,13.30
6395502000,Xxl Blackberry,750 ml,,13.30
6395541122,La Forcine Sauv Blanc - ,750 ml,,13.30
6395550200,sweet simplicity-,750 ml,,12.09
6395552257,Covalli Barolo ,750 ml,,30.24
6395552300,Covalli Brut - ,750 ml,,14.51
6395552310,Covalli Prosecco X.Dry - ,750 ml,,14.51
6395553200,Cinta Montepulciano - ,750 ml,,12.09
6395553220,CINTA PROSECCO ,750 ml,,12.09
6395562181,EA white ,750 ml,,10.88
6395562321,EA RED WINE-,750 ml,,10.88
6395563271,Cortes De Cima Red Wine ,750 ml,,24.19
6395569320,Seaside Vinho Verde Rose,,,9.67
6395569321,Seaside Vinho Verde - ,750 ml,,9.67
6395569322,Seaside ,1.5 Lt,,13.30
6395591900,V. Palaciega Chardonnay - ,1.5 Lt,,7.25
6395592100,Vina Palaciga Malbec,1.5 Lt,,12.09
6.41586E+12,Questa Sangria - ,1.5 Lt,,13.30
6422744638,Xxl Extreme,750 ml,Single,16.93
6.43004E+12,Tom of Finland ,750 ml,,39.92
6.44E+12,Finlandia Vodka,750 ml,Single,26.61
6457700005,Maresina Prosecco ,750 ml,,8.46
6479320031,Sweet Casal Garacia Branco,750 ml,Single,12.09
6479320830,Casal Garcia Vinho Verde,750 ml,Single,12.09
6479321333,Aveleda,750 ml,Single,10.88
6479321553,Aveleda Vinho Verde,1.5 Lt,Single,15.72
6479332830,Casal Garcia Rose,750 ml,Single,12.09
6479335130,Casal Garcia Vino Tinto,750 ml,Single,12.09
6479336031,Casal Garcia Sangria,750 ml,,10.88
6479600010,Bella Union Cab,750 ml,Single,72.59
6480400037,Espolan  Blanco,375 ml,,22.98
6480400038,Espolon 375Ml,375 ml,Single,24.19
6480400059,Espolon Cristalino,,,96.79
6480400069,Espolon Flor De Oro,750 ml,,58.07
6480400079,Espolon Blanco,375 ml,Single,12.09
6480400084,Espolon Reposado ,200 ml,Single,13.30
6480400135,Espolon ,1.75 Lt,,68.96
6480400136,Espolon Reposado,1.75 Lt,,72.59
6483800012,Liberated Pinot Nior - ,750 ml,,24.19
6485800001,Aquardiente Red - ,375 ml,,13.30
6485800002,Aguardiente Red - ,750 ml,,22.98
6485800006,Aguardiente - 1L,,,30.24
6485800011,Aguardiente Blue - ,750 ml,,24.19
6485800012,Aguardiente Blue - ,200 ml,,14.51
6485800018,Aguardiente Sin Azucar - 1L,,,30.24
6485800019,AGUARDIENTE ANTIOQUERIO,,,47.18
6485800032,AGUAR.GREEN ,750 ml,,24.19
6485800034,AGUARDIENTE SIN AZUCAR ,1.75 Lt,,47.18
6485810001,RONMEDELLIN ,375 ml,,13.30
6485810002,Ron Medalin -,750 ml,,21.77
6485810010,Ron medellen 8yrs. ,750 ml,,30.24
6485810011,Ron medellin 12yrs,,,41.13
6520375170,Murphy Monico Irish Cream,750 ml,Single,12.09
6541528682,Fabrizia Pistachio,750 ml,,26.61
6.57226E+12,Thank You Bag ,,,2.41
6626292651,TALBOTT CHARDONNAY,750 ml,Single,22.98
6632500031,Headway ipa ,,4-Pack,16.93
6642700338,Twisted Buttery Nipple - ,,4-Pack,9.06
